Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Churn,Education_Group,Income_Group,LOG_Credit_Limit,LOG_Avg_Open_To_Buy,LOG_Avg_Utilization_Ratio
32,M,0,Post-Graduate,Married,$60K - $80K,Blue,26,6,2,3,5478.0,1491,3987.0,1.304,2456,55,0.571,0.272,0,High Education,Middle Income,8.608677881538416,8.291045131081729,0.24059046491793043
35,M,1,Post-Graduate,Married,$80K - $120K,Blue,20,6,3,4,13046.0,1177,11869.0,1.214,2601,52,0.733,0.09,0,High Education,Middle Income,9.476313501265748,9.381769487603714,0.08617769624105233
39,M,2,Graduate,Married,$40K - $60K,Blue,31,5,3,2,8687.0,1146,7541.0,1.8,2279,33,1.357,0.132,0,Medium Education,Low Income,9.069698042173716,8.928242677818302,0.1239859797809912
53,F,2,Graduate,Married,Less than $40K,Blue,40,6,2,4,6174.0,1421,4753.0,0.669,2043,52,0.793,0.23,0,Medium Education,Low Income,8.728264161496178,8.46674164792014,0.20701416938432612
26,F,0,Graduate,Single,$40K - $60K,Blue,13,5,1,2,5655.0,0,5655.0,0.842,2312,61,0.649,0.0,0,Medium Education,Low Income,8.640472207576408,8.640472207576408,0.0
32,M,0,High School,Married,$60K - $80K,Blue,26,5,2,3,5397.0,1784,3613.0,0.904,2056,49,0.633,0.331,0,Low Education,Middle Income,8.59378379357795,8.192570471152173,0.2859305394129746
54,M,2,College,Married,$120K +,Blue,46,6,1,2,28465.0,0,28465.0,0.696,1693,37,1.056,0.0,0,Medium Education,High Income,10.25646567163057,10.25646567163057,0.0
36,F,3,High School,Married,Less than $40K,Blue,27,4,2,4,3444.0,2441,1003.0,1.563,2668,51,0.545,0.709,0,Low Education,Low Income,8.144679183447758,6.911747300251674,0.5359084041334539
45,F,3,High School,Married,Less than $40K,Blue,37,4,1,3,2104.0,1267,837.0,0.677,1732,35,1.059,0.602,0,Low Education,Low Income,7.652070746116482,6.731018100482083,0.47125284864616745
49,M,3,Graduate,Married,$80K - $120K,Blue,37,4,1,4,15610.0,2048,13562.0,0.657,1916,58,0.526,0.131,0,Medium Education,Middle Income,9.655731072956666,9.515100775962715,0.1231021971339834
44,M,4,Doctorate,Unknown,$120K +,Blue,32,3,2,3,34516.0,1356,33160.0,1.169,1531,48,0.655,0.039,0,High Education,High Income,10.44920723527944,10.409129765609965,0.03825871211709034
32,M,1,High School,Married,Unknown,Blue,22,3,1,4,16912.0,1590,15322.0,1.274,2413,41,0.708,0.094,0,Low Education,Unknown,9.735837835974042,9.637110246578176,0.08984070399978947
64,F,0,Doctorate,Married,Less than $40K,Blue,53,4,1,3,5462.0,1864,3598.0,0.67,1523,35,0.667,0.341,0,High Education,Low Income,8.605753368395717,8.188411308079031,0.2934156042995415
37,F,2,Unknown,Unknown,Less than $40K,Blue,27,5,1,2,2868.0,1434,1434.0,0.777,2909,64,0.488,0.5,0,Unknown,Low Income,7.9617188159813645,7.268920128193722,0.4054651081081644
31,M,1,Post-Graduate,Married,$60K - $80K,Blue,22,5,1,3,2685.0,1580,1105.0,0.727,1642,36,0.636,0.588,0,High Education,Middle Income,7.895808377083183,7.00850518208228,0.46247536282494395
49,F,3,Uneducated,Divorced,$40K - $60K,Blue,36,5,1,2,5238.0,1365,3873.0,1.027,1834,43,1.263,0.261,0,Low Education,Low Income,8.56388591940822,8.262042843966942,0.23190505698278252
32,F,3,High School,Married,Less than $40K,Blue,22,4,2,4,4561.0,2029,2532.0,0.768,1874,38,0.52,0.445,0,Low Education,Low Income,8.425516402844334,7.837159650001675,0.36810932156439546
53,M,2,High School,Married,$120K +,Blue,39,3,2,3,13091.0,985,12106.0,0.322,1452,37,0.276,0.075,0,Low Education,High Income,9.47975663562107,9.40153907670774,0.07232066157962612
62,F,0,Graduate,Married,Unknown,Blue,51,3,3,3,10826.0,1274,9552.0,0.602,1355,34,0.619,0.118,0,Medium Education,Unknown,9.289798293310898,9.164610520270008,0.11154137473290741
26,F,0,Unknown,Single,Unknown,Blue,13,4,2,2,2600.0,1876,724.0,0.606,2625,45,0.364,0.722,0,Unknown,Unknown,7.8636512654486515,6.586171654854675,0.543486406005539
49,F,5,Graduate,Divorced,Unknown,Blue,35,6,3,4,2561.0,0,2561.0,1.021,2047,41,0.864,0.0,0,Medium Education,Unknown,7.848543482456679,7.848543482456679,0.0
30,F,1,Graduate,Married,Less than $40K,Blue,36,3,2,2,7087.0,1060,6027.0,0.709,1712,37,0.609,0.15,0,Medium Education,Low Income,8.866158492284917,8.704170559746386,0.13976194237515868
34,M,4,Uneducated,Single,$120K +,Blue,36,6,3,2,34516.0,2517,31999.0,0.975,1969,46,1.3,0.073,0,Low Education,High Income,10.44920723527944,10.373491181781864,0.07045846364856141
41,M,1,Post-Graduate,Single,$40K - $60K,Blue,32,3,2,4,10266.0,1390,8876.0,0.593,1720,42,0.556,0.135,0,High Education,Low Income,9.236690147298965,9.09121894106832,0.126632650933366
27,F,1,Unknown,Single,Less than $40K,Blue,36,3,3,3,1553.0,723,830.0,0.666,1954,43,0.344,0.466,0,Unknown,Low Income,7.348587530927593,6.7226297948554485,0.38253760346445975
33,F,2,Uneducated,Married,$40K - $60K,Blue,23,4,2,4,6732.0,0,6732.0,0.856,1644,45,0.731,0.0,0,Low Education,Low Income,8.814776088545281,8.814776088545281,0.0
56,M,2,High School,Married,$120K +,Blue,37,3,1,2,12181.0,1702,10479.0,0.834,1478,33,0.5,0.14,0,Low Education,High Income,9.40771473139643,9.257223957875032,0.1310282624064041
36,M,3,High School,Married,$80K - $120K,Blue,27,3,1,2,7056.0,0,7056.0,0.815,1739,35,0.842,0.0,0,Low Education,Middle Income,8.86177531100083,8.86177531100083,0.0
35,M,1,Graduate,Single,$60K - $80K,Blue,25,6,1,2,14365.0,0,14365.0,0.61,2290,62,0.632,0.0,0,Medium Education,Middle Income,9.572619582634747,9.572619582634747,0.0
27,M,0,Graduate,Married,$40K - $60K,Blue,36,3,2,4,11473.0,829,10644.0,0.707,2147,41,0.519,0.072,0,Medium Education,Low Income,9.347838885161817,9.27284557732758,0.06952606264861023
46,M,1,High School,Single,$60K - $80K,Blue,38,5,2,4,23996.0,2517,21479.0,0.488,1339,29,0.381,0.105,0,Low Education,Middle Income,10.085684101516932,9.974877548622802,0.09984533496971613
48,M,2,Graduate,Divorced,$60K - $80K,Blue,33,4,2,4,2998.0,1789,1209.0,0.807,1825,31,0.348,0.597,0,Medium Education,Middle Income,8.00603417874901,7.098375638590786,0.4681268692328754
54,M,1,Unknown,Single,$80K - $120K,Blue,36,6,2,2,30011.0,1232,28779.0,0.944,1676,41,0.783,0.041,0,Unknown,Middle Income,10.30935258066562,10.267435980441359,0.04018178963283183
38,M,1,Graduate,Married,$60K - $80K,Blue,31,6,3,3,2405.0,1553,852.0,1.156,2503,40,0.667,0.646,0,Medium Education,Middle Income,7.785720896534624,6.748759547491679,0.4983481022548781
36,M,1,Post-Graduate,Married,$80K - $120K,Blue,26,3,4,2,21927.0,1291,20636.0,0.864,1946,37,0.542,0.059,0,High Education,Middle Income,9.995519637982621,9.934840860194123,0.0573250666192694
56,M,1,High School,Married,$80K - $120K,Blue,36,4,1,2,3906.0,1851,2055.0,0.73,1839,33,0.833,0.474,0,Low Education,Middle Income,8.27052509505507,7.628517626575055,0.38797979376714486
32,M,1,Doctorate,Single,$60K - $80K,Blue,27,5,3,3,10029.0,606,9423.0,0.727,2192,58,0.657,0.06,0,High Education,Middle Income,9.21333588095598,9.151014905891367,0.058268908123975775
36,M,2,Doctorate,Married,$60K - $80K,Blue,30,3,3,4,4934.0,1504,3430.0,1.52,2747,42,0.448,0.305,0,High Education,Middle Income,8.504107951867582,8.14060704285845,0.26620304077465673
35,F,2,High School,Single,Less than $40K,Silver,15,5,2,2,13882.0,1452,12430.0,0.771,2685,71,0.511,0.105,0,Low Education,Low Income,9.538420349034803,9.427948631791715,0.09984533496971613
26,M,0,College,Single,Unknown,Blue,13,6,3,2,2347.0,0,2347.0,0.863,2595,56,0.333,0.0,0,Medium Education,Unknown,7.761319180947987,7.761319180947987,0.0
32,M,1,High School,Married,$60K - $80K,Blue,24,4,2,2,4116.0,1223,2893.0,0.73,1657,38,0.52,0.297,0,Low Education,Middle Income,8.322880021769905,7.970394907191429,0.26005390533430683
56,F,2,High School,Single,$40K - $60K,Blue,36,4,1,2,13904.0,625,13279.0,0.673,3151,67,0.595,0.045,0,Low Education,Low Income,9.540003766668065,9.494014423030425,0.04401688541677432
54,M,1,Unknown,Married,$80K - $120K,Blue,43,4,2,4,32558.0,2016,30542.0,0.506,1440,37,0.423,0.062,0,Unknown,Middle Income,10.390809107114125,10.326890805775305,0.06015392281974709
54,M,2,Unknown,Married,$80K - $120K,Blue,44,4,1,2,12902.0,1860,11042.0,0.492,1273,33,0.375,0.144,0,Unknown,Middle Income,9.465215121451847,9.30955202204713,0.13453089295760615
37,F,4,Uneducated,Married,Less than $40K,Blue,36,4,1,4,2509.0,1144,1365.0,0.692,1804,38,0.583,0.456,0,Low Education,Low Income,7.828038032125829,7.2196420401307355,0.37569294977449424
38,F,1,Graduate,Single,Less than $40K,Blue,22,3,3,3,2484.0,2149,335.0,0.669,1200,28,0.647,0.865,0,Medium Education,Low Income,7.818027938530729,5.817111159963204,0.6232610530957788
35,M,3,College,Single,$60K - $80K,Blue,36,5,1,3,2780.0,0,2780.0,0.565,2469,67,0.811,0.0,0,Medium Education,Middle Income,7.930565854233965,7.930565854233965,0.0
39,M,2,Unknown,Married,$60K - $80K,Blue,34,6,2,4,5219.0,1826,3393.0,1.011,1715,35,1.188,0.35,0,Unknown,Middle Income,8.560252680876685,8.129764445794171,0.30010459245033805
48,M,4,Doctorate,Single,$80K - $120K,Blue,36,6,3,4,18102.0,1381,16721.0,0.513,1486,32,0.143,0.076,0,High Education,Middle Income,9.803832949375943,9.724480496710003,0.07325046173959267
29,M,0,Graduate,Married,$40K - $60K,Blue,18,4,3,4,4532.0,0,4532.0,0.734,1885,55,0.528,0.0,0,Medium Education,Low Income,8.41913925094085,8.41913925094085,0.0
33,M,2,Graduate,Married,$80K - $120K,Blue,28,4,2,2,22399.0,1431,20968.0,1.019,2390,62,0.722,0.064,0,Medium Education,Middle Income,10.01681623784313,9.950800435586746,0.06203539091945264
39,F,1,High School,Married,$40K - $60K,Blue,34,6,5,3,4489.0,2498,1991.0,0.779,2153,58,0.568,0.556,0,Low Education,Low Income,8.4096079807363,7.596894438144544,0.4421184257561999
35,F,2,Graduate,Single,Unknown,Blue,25,4,1,4,10329.0,514,9815.0,0.708,2461,68,0.838,0.05,0,Medium Education,Unknown,9.242807562113684,9.191768986390747,0.04879016416943201
43,F,1,Unknown,Divorced,Less than $40K,Blue,36,4,2,3,2637.0,1272,1365.0,0.728,1569,39,1.053,0.482,0,Unknown,Low Income,7.87777633327726,7.2196420401307355,0.39339252687389514
27,F,0,High School,Married,Less than $40K,Blue,22,4,1,2,1864.0,1384,480.0,0.904,1662,32,0.391,0.742,0,Low Education,Low Income,7.5310163320779155,6.175867270105761,0.555033878430311
52,F,2,Graduate,Single,Unknown,Blue,47,6,3,3,13276.0,1917,11359.0,1.075,1901,33,0.833,0.144,0,Medium Education,Unknown,9.493788493895902,9.337853692275143,0.13453089295760615
31,M,1,Graduate,Single,$40K - $60K,Blue,25,5,3,3,1935.0,1033,902.0,0.623,2498,60,1.0,0.534,0,Medium Education,Low Income,7.568379267836522,6.805722553416985,0.42787870294506447
45,M,4,Graduate,Divorced,$60K - $80K,Blue,37,5,2,4,6784.0,891,5893.0,1.047,1900,28,0.556,0.131,0,Medium Education,Middle Income,8.82246957226897,8.68169016329764,0.1231021971339834
35,M,2,High School,Married,$60K - $80K,Blue,36,4,2,4,19127.0,1880,17247.0,0.788,1859,33,0.571,0.098,0,Low Education,Middle Income,9.85890850913816,9.755451473708725,0.09349034308733889
55,M,2,College,Married,$120K +,Blue,37,5,2,3,32641.0,1551,31090.0,0.488,1327,30,0.304,0.048,0,Medium Education,High Income,10.393355081710641,10.344673667218705,0.04688358589885042
61,M,1,Uneducated,Married,$40K - $60K,Blue,47,5,3,4,1438.3,847,591.3,0.436,1397,43,0.483,0.589,0,Low Education,Low Income,7.271912163268625,6.384013263282919,0.4631048875545789
37,F,1,Graduate,Married,Less than $40K,Blue,31,5,2,2,2417.0,1929,488.0,0.886,1773,42,0.556,0.798,0,Medium Education,Low Income,7.790696031174738,6.192362489474872,0.5866749360494286
38,M,2,Unknown,Married,$80K - $120K,Blue,34,4,1,3,19259.0,2266,16993.0,0.92,1388,27,0.929,0.118,0,Unknown,Middle Income,9.865785685352117,9.740615619563487,0.11154137473290741
54,F,3,Unknown,Married,Less than $40K,Blue,50,6,2,2,3796.0,2396,1400.0,0.569,2069,54,0.742,0.631,0,Unknown,Low Income,8.241966560231802,7.244941546337007,0.4891933236388768
40,M,5,Unknown,Unknown,$80K - $120K,Blue,22,6,1,4,4042.0,1744,2298.0,0.582,1471,37,0.542,0.431,0,Unknown,Middle Income,8.304742269640771,7.740229524763182,0.35837350057431383
47,M,5,College,Married,$120K +,Blue,34,3,1,2,17603.0,1063,16540.0,1.065,2902,64,0.641,0.06,0,Medium Education,High Income,9.775881427930981,9.713597426242222,0.058268908123975775
55,F,2,Graduate,Married,$40K - $60K,Blue,46,6,1,4,2894.0,2077,817.0,0.574,1017,25,0.562,0.718,0,Medium Education,Low Income,7.970740390007095,6.706862336602747,0.5411608235620636
37,M,5,Post-Graduate,Married,$80K - $120K,Blue,26,2,1,2,16730.0,1956,14774.0,0.675,1740,43,0.536,0.117,0,High Education,Middle Income,9.725018565057663,9.6006918422743,0.11064652008706366
36,F,0,College,Single,Less than $40K,Blue,27,6,3,2,3282.0,1843,1439.0,0.625,2614,79,0.646,0.562,0,Medium Education,Low Income,8.096512917501594,7.272398392570047,0.44596705141749426
53,F,2,Uneducated,Married,Unknown,Blue,41,4,2,2,15815.0,1217,14598.0,1.266,2135,48,0.846,0.077,0,Low Education,Unknown,9.668777364850452,9.58870831219998,0.07417939817425151
26,M,0,High School,Single,$60K - $80K,Blue,21,6,2,3,1672.0,957,715.0,0.576,2099,34,0.417,0.572,0,Low Education,Middle Income,7.422373700986824,6.573680166960646,0.4523486940070148
45,F,3,Graduate,Divorced,Less than $40K,Blue,36,4,3,3,8121.0,1595,6526.0,0.743,1914,45,0.5,0.196,0,Medium Education,Low Income,9.002331708246244,8.783702698635217,0.17898265552844
36,F,2,Unknown,Married,Less than $40K,Blue,26,4,1,4,3182.0,2435,747.0,0.868,1670,30,0.765,0.765,0,Unknown,Low Income,8.065579427282092,6.617402977974478,0.5681506903852601
60,M,0,Post-Graduate,Married,$60K - $80K,Blue,49,5,1,4,3182.0,1928,1254.0,0.509,1233,35,0.4,0.606,0,High Education,Middle Income,8.065579427282092,7.134890851565884,0.4737466155245699
30,M,1,Post-Graduate,Divorced,Less than $40K,Blue,36,6,2,4,5061.0,0,5061.0,0.911,1309,38,0.462,0.0,1,High Education,Low Income,8.529516941105069,8.529516941105069,0.0
39,M,4,High School,Married,$60K - $80K,Blue,28,5,3,3,6224.0,1898,4326.0,1.103,3014,58,0.706,0.305,0,Low Education,Middle Income,8.736328721332908,8.372629740224884,0.26620304077465673
33,F,0,Unknown,Single,Unknown,Blue,36,6,1,3,2735.0,1769,966.0,1.465,3306,71,0.972,0.647,0,Unknown,Unknown,7.914252278742441,6.874198495453294,0.4989554511955033
48,F,4,College,Married,Less than $40K,Blue,36,6,1,4,2464.0,1867,597.0,0.6,1219,35,1.333,0.758,0,Medium Education,Low Income,7.80994708647679,6.393590753950631,0.5641767992629853
39,M,3,Graduate,Married,$60K - $80K,Blue,33,4,3,2,3477.0,1875,1602.0,0.907,1897,50,1.083,0.539,0,Medium Education,Middle Income,8.154212694914229,7.3796321526095525,0.4311328548567422
38,M,2,Graduate,Married,$80K - $120K,Blue,24,5,2,2,3242.0,2076,1166.0,0.612,1841,46,0.533,0.64,0,Medium Education,Middle Income,8.084254106307318,7.062191632286556,0.49469624183610705
47,M,1,High School,Married,$120K +,Blue,41,3,1,4,27858.0,1314,26544.0,0.676,1772,53,0.559,0.047,0,Low Education,High Income,10.234911352935114,10.186596685017772,0.045928931888399804
26,M,0,Graduate,Single,Less than $40K,Blue,20,6,2,3,1438.3,495,943.3,1.062,2546,40,0.333,0.344,0,Medium Education,Low Income,7.271912163268625,6.850443912269023,0.2956502421009578
49,M,3,College,Single,$120K +,Blue,36,5,2,4,34516.0,0,34516.0,0.646,1793,44,0.833,0.0,0,Medium Education,High Income,10.44920723527944,10.44920723527944,0.0
38,M,3,High School,Married,$80K - $120K,Blue,22,4,2,3,6361.0,694,5667.0,0.844,1499,31,0.938,0.109,0,Low Education,Middle Income,8.758098072309089,8.64259160081057,0.10345870836822998
30,M,0,Graduate,Married,Less than $40K,Blue,21,6,6,2,2490.0,0,2490.0,0.859,1645,30,0.667,0.0,0,Medium Education,Low Income,7.820439515262181,7.820439515262181,0.0
53,M,3,High School,Married,$120K +,Blue,44,5,6,4,14057.0,1655,12402.0,0.676,2073,60,0.333,0.118,0,Low Education,High Income,9.55094690773585,9.42569365781533,0.11154137473290741
49,M,2,Unknown,Single,$60K - $80K,Blue,38,4,1,2,2461.0,1586,875.0,1.676,1729,35,0.75,0.644,0,Unknown,Middle Income,7.808729306744399,6.775366090936392,0.49713229663398817
35,M,2,Uneducated,Single,$60K - $80K,Blue,21,4,3,3,7766.0,1278,6488.0,0.806,2423,74,0.609,0.165,0,Low Education,Middle Income,8.957639268419648,8.77786371462117,0.1527210870176639
40,M,3,Uneducated,Single,$40K - $60K,Silver,33,4,1,3,21308.0,564,20744.0,0.448,1322,38,0.652,0.026,0,Low Education,Low Income,9.96688479766592,9.940060532766969,0.02566774674857779
30,M,0,High School,Married,$60K - $80K,Blue,36,5,2,4,4516.0,2252,2264.0,0.889,1819,24,0.846,0.499,0,Low Education,Middle Income,8.415603335654604,7.725330037917135,0.40479821912046066
42,F,3,College,Single,$40K - $60K,Blue,30,6,3,2,5424.0,1812,3612.0,0.513,1634,44,0.76,0.334,0,Medium Education,Low Income,8.59877317840866,8.19229373114764,0.288181947493432
62,F,0,Graduate,Married,Less than $40K,Blue,36,3,2,2,1764.0,1540,224.0,0.937,2094,47,0.958,0.873,0,Medium Education,Low Income,7.475905969367397,5.41610040220442,0.6275414234619514
50,F,1,Post-Graduate,Single,$40K - $60K,Blue,46,1,3,3,1493.0,932,561.0,0.466,1554,43,0.344,0.624,1,High Education,Low Income,7.309212365692763,6.331501849893691,0.4848922417394862
56,M,3,College,Married,$120K +,Blue,43,6,2,2,17539.0,2517,15022.0,0.743,1220,30,0.765,0.144,0,Medium Education,High Income,9.772239265926174,9.617337639062423,0.13453089295760615
45,M,3,Graduate,Married,$80K - $120K,Silver,36,6,2,3,34516.0,0,34516.0,0.534,3530,68,0.659,0.0,0,Medium Education,Middle Income,10.44920723527944,10.44920723527944,0.0
35,F,3,Uneducated,Married,Less than $40K,Blue,25,4,1,2,2149.0,1118,1031.0,0.903,1581,30,1.0,0.52,0,Low Education,Low Income,7.673223121121708,6.939253946041508,0.41871033485818504
57,F,2,Graduate,Married,Less than $40K,Blue,44,3,4,4,6256.0,1530,4726.0,0.647,1629,43,0.344,0.245,0,Medium Education,Low Income,8.741456115998364,8.461046030793236,0.21913552991667093
33,F,2,High School,Single,Unknown,Blue,25,5,1,4,11922.0,792,11130.0,0.667,2154,61,0.525,0.066,0,Low Education,Unknown,9.386224586806131,9.317489287493226,0.0639133257436528
43,F,3,Graduate,Single,Less than $40K,Blue,38,5,2,4,4075.0,1986,2089.0,1.214,2449,27,0.038,0.487,1,Medium Education,Low Income,8.312871394342615,7.644919344958857,0.396760667478018
53,M,3,Graduate,Married,$80K - $120K,Blue,36,5,1,4,7290.0,2151,5139.0,0.583,1312,29,0.526,0.295,0,Medium Education,Middle Income,8.89439598980643,8.544808358449211,0.25851069515150105
50,M,2,College,Single,$60K - $80K,Blue,36,5,3,2,5965.0,688,5277.0,0.673,3382,58,1.071,0.115,0,Medium Education,Middle Income,8.693831965074693,8.57130251706327,0.10885440491208209
30,M,0,High School,Married,$120K +,Blue,13,3,1,4,9007.0,1965,7042.0,0.698,1925,42,0.448,0.218,0,Low Education,High Income,9.105868350379472,8.85978949474541,0.19721016928770527
37,F,3,Graduate,Single,Less than $40K,Blue,36,3,2,3,6077.0,1397,4680.0,0.834,2837,74,0.609,0.23,0,Medium Education,Low Income,8.712430973476739,8.45126704130007,0.20701416938432612
37,M,2,Doctorate,Married,$40K - $60K,Blue,29,3,3,2,1808.0,1009,799.0,0.796,1744,35,0.944,0.558,0,High Education,Low Income,7.500529485395295,6.684611727667927,0.4434029474485566
45,M,3,Graduate,Single,$80K - $120K,Blue,36,6,1,3,12810.0,0,12810.0,1.363,3174,74,1.114,0.0,0,Medium Education,Middle Income,9.458059455856434,9.458059455856434,0.0
58,M,0,Unknown,Single,$40K - $60K,Blue,45,3,1,3,3421.0,2517,904.0,0.992,992,21,0.4,0.736,1,Unknown,Low Income,8.137980454452139,6.807934943699926,0.5515836162381584
63,F,0,College,Married,$40K - $60K,Blue,53,6,1,4,3118.0,1528,1590.0,0.604,1291,24,0.6,0.49,0,Medium Education,Low Income,8.045267716607803,7.372118028337787,0.3987761199573678
43,M,1,Graduate,Single,$60K - $80K,Blue,37,4,3,4,20013.0,922,19091.0,0.655,1518,39,0.625,0.046,0,Medium Education,Middle Income,9.904187307650401,9.857024678125788,0.044973365642731154
26,F,0,Unknown,Single,Unknown,Blue,13,4,1,2,4395.0,1240,3155.0,0.662,2272,46,0.438,0.282,0,Unknown,Unknown,8.388450315523512,8.057060681965766,0.24842135849847827
37,F,1,Unknown,Single,Less than $40K,Blue,32,6,3,3,9661.0,0,9661.0,0.926,2825,60,0.818,0.0,0,Unknown,Low Income,9.175955945114351,9.175955945114351,0.0
53,M,4,Graduate,Married,$60K - $80K,Blue,44,3,2,4,1973.0,1324,649.0,0.805,1587,38,0.52,0.671,0,Medium Education,Middle Income,7.587817219993427,6.476972362889683,0.5134222496132567
55,M,3,Unknown,Married,$120K +,Blue,49,3,2,4,9926.0,2018,7908.0,0.618,2235,57,0.357,0.203,0,Unknown,High Income,9.203013596589722,8.975756630519417,0.18481843699254183
36,M,3,High School,Married,$60K - $80K,Blue,36,6,3,3,4108.0,1659,2449.0,1.202,2275,58,0.871,0.404,0,Low Education,Middle Income,8.32093496888341,7.803843303538772,0.3393253056036194
51,M,3,High School,Single,$120K +,Blue,36,5,1,4,20741.0,2504,18237.0,0.8,1818,51,1.04,0.121,0,Low Education,High Income,9.93991590914968,9.81126260849361,0.11422114409002286
36,M,4,Graduate,Single,$80K - $120K,Blue,24,6,1,2,16335.0,892,15443.0,0.673,2733,71,0.919,0.055,0,Medium Education,Middle Income,9.701126540404447,9.644975857384127,0.053540766928029816
35,F,1,High School,Married,Unknown,Blue,17,5,3,3,4588.0,2517,2071.0,1.525,2442,62,0.632,0.549,0,Low Education,Unknown,8.431417414394833,7.6362696033793735,0.4376095614347316
34,F,2,Graduate,Single,Less than $40K,Blue,24,5,3,3,5712.0,1955,3757.0,0.969,2617,54,0.8,0.342,0,Medium Education,Low Income,8.650499558724462,8.231642179973411,0.29416103854949005
57,M,0,Doctorate,Married,$60K - $80K,Blue,36,3,1,2,5335.0,1206,4129.0,0.69,1844,49,0.75,0.226,0,High Education,Middle Income,8.58223158759546,8.326032685955079,0.20375683751401966
